objekt_id,n_verts,n_faces,bbox_x,bbox_y,bbox_z,vol_bbox,vol_hull,vol_mesh,area,sphericity,fill_ratio,vert_centroid_norm,inertia_smallest,inertia_middle,inertia_largest,inertia_ratio,complexity,is_watertight,load_error
NMK.DEP.2010.0009,2189126,4378764,1.995854914188385,1.7324857115745544,1.960415005683899,6.778703640120212,5.791781675750996,nan,48.245510438779405,0.8753564147969677,0.8544084508241292,0.512896186096057,2.9289999544278005,3.024741662835712,3.1030685334367054,0.9439043717103726,4.656813853459305,0.0,
NMK.DEP.2019.0014,395337,790738,1.398942470550537,1.9942795038223267,1.2363165020942688,3.449177521501706,2.348084590365531,0.07959479231043098,8.038609720536325,0.8581404298784487,0.6807665235343469,0.5708472368259377,0.4769426250271507,0.890877302802484,0.9645819585029654,0.49445526201564804,4.691786518407301,1.0,
NMK.INVENTAR.2017.0213,303706,607414,0.4391516447067261,0.8100000023841858,0.45227251946926117,0.16087913930580844,0.12493093044748195,nan,1.1487369491764363,0.7978306093986539,0.7765514596022668,0.49960679313669104,0.0037158774218490993,0.00705354536337716,0.007293239066377264,0.509496176942801,5.422232781508441,0.0,
NMK.INVENTAR.2017.0213_146734,298858,499889,0.43637731671333313,0.8100000023841858,0.46878644824028015,0.16569989612740807,0.13070812869209653,nan,1.3312876771440525,0.7958074209541852,0.7888244455602671,0.47701555293033676,0.0040915534837191675,0.007524924830644576,0.007549110582854772,0.5419914622805678,5.351192973719595,0.0,
O100671,352136,704328,1.0208685994148254,1.3270000219345093,0.9120792150497437,1.2355870123259007,0.8128538631728163,0.11494520543695792,3.433770053800333,0.8325144227569186,0.6578685718318448,0.4473982653745933,0.09449060051393651,0.13248914661870514,0.1500727157689083,0.6296321088734029,5.010939217877137,1.0,
O100678,359515,719096,0.7701702415943146,1.0170000195503235,0.6448565125465393,0.5050923438043375,0.355023283295623,nan,2.0294111963433106,0.8308115389423234,0.7028878731789919,0.4415283900332061,0.023610094082208936,0.03346530249446593,0.0375565083131836,0.6286551956674044,5.24834696304673,0.0,
O101934,820664,1641336,1.8343634009361267,1.9913505911827087,1.9934543371200562,7.281810891480334,4.804174242195155,nan,19.55018992164286,0.8871382909241906,0.6597499322340277,0.4438421003338014,1.9656291482875758,2.3635674862708025,2.4802295368845315,0.7925190467478441,4.623014401945365,0.0,
O101947,528875,1057748,0.45309117436408997,0.6599999964237213,0.458908274769783,0.13723201008934813,0.09210816459512323,nan,1.2283443378260261,0.8547582450727231,0.6711857134144873,0.4302919909679821,0.00249877484844927,0.0036099357660342645,0.00375881656851945,0.6647770123652258,5.634032910088601,0.0,
O10273,475988,952044,0.8806096315383911,1.2700000405311584,0.6506757736206055,0.727699041862932,0.4253372003474714,nan,4.208446479606071,0.7543946243921943,0.5844960290982314,0.4307152540453468,0.03171203128985844,0.0522134865895329,0.06800695987002452,0.46630567445547844,5.053474195521043,0.0,
O10416,412825,825672,1.8037969470024109,1.9946099519729614,1.0362433791160583,3.7282703568821796,1.7985867303953436,nan,9.011815408366857,0.7796700210544502,0.4824185368089663,0.38223311524480386,0.3010927834259855,0.6914726853755075,0.7320768161306629,0.41128577874844996,4.660953702209036,0.0,
